Z_L,Z_0,Gamma
77.62164880704037,22.59676927154212,0.5490495718297267
44.448965535453176,66.62984235550125,-0.199685945872078
86.00119407122686,76.91929050997851,0.05574439325167616
70.03943487687702,17.496978159818966,0.6002354322541389
10.323557440877304,5.341970058373682,0.3179967851540145
97.58661281203884,44.51915015483254,0.373436386739486
76.35283049704495,77.62838451325128,-0.008283828752234719
78.82036622241843,65.42720372184013,0.09284844455787926
13.683249634879042,70.48629032104454,-0.6748645735251863
45.588207851661146,40.881094659343475,0.05443681232098077
37.709004399025545,24.25960898005392,0.21703560376117964
92.74973389601158,53.646105485176335,0.26710887806733746
64.74264688798579,21.232203681170493,0.5060833827424503
82.45339971381216,72.89664100152152,0.06151758099505508
44.89800568390578,20.499679139988228,0.37307630399483593
23.496633456692912,29.835063404719804,-0.11884920827660671
55.90389391456765,51.14793305397753,0.04442671363271127
7.317908354313357,49.184283480206,-0.7409690450329549
82.93548602726563,60.48408826429591,0.15654346956383833
63.53477551308442,44.30701544949178,0.17829600094702763
76.05068626845201,92.02785754249905,-0.0950577683015722
36.09807084485697,84.15347532552164,-0.3996240049385917
97.09910441509543,88.0322316724272,0.04897535411499311
89.41899101089757,63.32214056894031,0.17085673107192098
78.05996621030242,63.865783670219834,0.10001132671154961
20.26923207734479,61.310669687878914,-0.5030827044710844
47.20537936897638,44.05353128772417,0.03453742827490996
5.336572812935649,32.888494105659,-0.7207815057956294
16.274659714687235,59.60828585743816,-0.57105883036081
68.621846371003,3.5276518767065808,0.9022127121495659
74.7314534348739,1.7381867109565003,0.9545391685473683
96.78346351098679,85.31254080337811,0.06299381884187658
33.256710455677045,5.595980432984597,0.711938591382474
37.67551089745202,52.95471988300839,-0.16858843736774987
47.48602531630498,61.88378853201486,-0.13164293427140236
19.757664549344284,20.618951732621124,-0.021331336367122516
13.862229028211694,89.67735298824968,-0.732233243398495
48.09478769636744,19.819481403089124,0.41633822565138334
23.464025556037527,88.56698374930079,-0.5811155196846118
67.31158547356853,76.53603666397048,-0.064126546225297
44.278039968360744,24.8335523988952,0.28134914713205267
83.4351414097259,15.923672461333261,0.6794713656304738
70.32624509822266,32.30703830843727,0.37043740127793967
31.924297496822067,40.397106060757196,-0.11715492436743757
83.39372033812491,25.33268297339342,0.5340104666055902
80.67167139218338,99.8902633266879,-0.10643767172979844
39.36035952398727,23.73558128771852,0.24763523667706347
29.544482289094166,83.23284787130284,-0.47605636262048995
68.56705489352257,16.752656961956802,0.6072969165593608
14.835495877321671,98.0442179023188,-0.7371450479351326
20.790912045035725,23.3268223700254,-0.0574805202173744
1.7288647053495456,42.747166923575634,-0.9222563415830846
78.9055133727117,56.29784261002274,0.16721234911932195
66.82023480261118,12.908285800453239,0.6761940218427406
70.81137248400718,81.86518668043102,-0.07240020509316354
78.29217407117483,28.193867735402154,0.470468293175664
46.43266177829565,55.377720258564715,-0.08785998344481714
57.30537839933648,55.413747258631446,0.01678181169045753
14.839902814638087,60.661424580252714,-0.6068969029637932
12.33847728006137,6.493112665907154,0.3104020760289332
67.1718932172567,17.69325742132522,0.5830265476891429
47.63852440817012,16.958032049413056,0.47495554006664686
56.958374541637696,30.903074682169336,0.2965498530885647
76.73488688418654,15.346501528975645,0.6666752794795608
63.83711368005849,92.27021075665468,-0.18213813592150271
55.80436066514159,51.78249060061877,0.037382542729018226
56.361508913795944,62.73393962256576,-0.05350692060095151
31.091059708198607,36.39132936441396,-0.07854300550195617
4.050965622226001,28.348367962357244,-0.7499352502636909
44.23502153400388,50.814539852989085,-0.06922197454648729
22.24388260913339,30.137974508648526,-0.15070278783291458
41.44433572873898,35.02094664724666,0.08400399347128573
85.48690425354845,45.82233655281485,0.30206988828170445
24.160009100668734,51.06763503125119,-0.35768268754232135
6.771971427217536,98.44708716640204,-0.8712786159136348
28.85700531017766,23.10893622803211,0.11061223778499385
30.06578201890168,49.30964032338207,-0.2424410193560517
66.52973495796262,15.801662209444554,0.616144927619423
56.14618308178655,35.64992403808929,0.22328026412853602
78.60592270153494,72.01376115193402,0.043766932587736215
66.76704049241137,18.271752232296883,0.5702725392293115
41.232299282566984,58.553779447454275,-0.17358613932261893
81.58801808193743,42.253401333232716,0.31762084877950264
17.53031907086269,6.1063748960428255,0.48331396052319703
3.248495240252187,93.37444890636601,-0.9327593405698168
9.914738216788534,41.94671088899575,-0.6176451530860633
72.51357570904858,78.60872703936546,-0.04033257315079423
46.72584579488735,42.21503538444823,0.0507169520992688
16.96590612432658,93.79867183629968,-0.6936582716839766
50.60343273523299,29.75656310846085,0.2594185005599161
16.078898168603672,41.81083431908199,-0.4444991373202844
69.93571713269587,76.12755978566935,-0.04239150855443356
45.16947128182904,35.02306421280483,0.12652558004857145
38.72110138355177,37.07135006218276,0.021766696945410058
30.849696825639775,99.48749416800813,-0.5266171291486055
63.397976718769954,56.005838043344845,0.061908731225650375
36.81944844478565,69.24866491334467,-0.3057395426565609
9.677342012293998,64.70276118120736,-0.7397868086545083
12.682584309931016,82.96449056850065,-0.734804554639006
96.22786879040194,86.32068484473255,0.05427150064125507
90.9494883800531,56.76235711456065,0.23144475076468435
70.27100624726421,30.161051421673534,0.399374022165396
27.32112618449244,3.257224509921976,0.7869587838485379
96.94846135742466,61.825921855367696,0.22121036650468412
78.09633949261367,82.72141449329634,-0.0287597288610802
71.97212872674056,45.60344074565429,0.22427012770945828
45.486788712235075,17.305907908595564,0.4487923328696618
27.951914622670742,29.52012522062845,-0.02728649622031034
10.54270525319643,51.48890402167459,-0.6600860310916591
90.35763725784032,83.831440678789,0.03746616410373093
46.121852693527494,18.003561460773643,0.4384890390741882
21.0339731147278,61.6028376952419,-0.49092969807130654
31.2897057909146,75.583492781104,-0.4144517763295086
58.342737325247704,93.66870451314749,-0.2323901856378361
18.50050551098394,12.553665476207081,0.19149891450104278
85.80481412514517,92.71277178229118,-0.03869623052559022
76.0934334536858,60.54528598227347,0.1137902018958802
72.22683263914274,76.90345715579632,-0.03135932024999178
43.77721093773527,6.32369624728699,0.7475616070609808
63.103575229541875,51.10866740841892,0.10502296027182817
58.82569892236082,62.64033773399858,-0.031404982961861054
65.33481355392718,31.37655014741118,0.3511300234725783
9.35998779284902,43.73337060202401,-0.6474139863884418
42.164932814890356,55.87551539268021,-0.1398461841867746
5.119803212327355,55.70224603752501,-0.8316464744127383
49.905091105207376,5.144291015276969,0.8131026791901907
33.656260020945744,44.50869489131035,-0.1388401603064568
15.307894697738643,22.167997324430857,-0.1830537515326921
11.236893804532613,91.75281273044963,-0.7817860797434973
59.17681264559349,97.68141902221008,-0.24547392870118634
17.888703885151724,30.66504273885484,-0.26313806332271944
92.58689171930293,18.343354327854815,0.6692812829414109
58.5250528303391,22.730910943885966,0.44051095112119354
35.34011064894887,48.29747327994242,-0.1549227275863194
59.500633656660256,87.57605431220466,-0.1908896715262433
3.2575832319400524,50.50358527882632,-0.8788127817092487
95.89736211090309,6.4838141098144675,0.8733397222193192
48.74804025734712,4.948674668601257,0.8156805430117715
78.49078749777834,23.511703616662007,0.5389974625171975
9.190269992321419,84.43435648333346,-0.8036783624506922
49.17917475297787,62.526575195979255,-0.11948713874711328
49.57999244109757,56.732827524842854,-0.06728102110391618
93.8448190425233,32.57798966568157,0.4846184798682257
57.60107718523146,93.01311509957254,-0.23511753691430798
47.875450704638425,33.78664625125111,0.17252562668085164
27.430590646097464,83.65949685264172,-0.5061559268929591
33.82533073691267,89.69444827961253,-0.45230907946512244
52.546567844682244,48.85016630839753,0.03645483818743326
44.45223457019962,89.53463767859351,-0.33646880736705875
3.139595908152712,28.403525451713662,-0.8009330863401901
82.80290049524143,66.1849091921443,0.11153926846743968
89.71991641213691,9.70841110391424,0.804715389538319
14.884659810862466,47.91948719514699,-0.5259975488740188
55.84957821036589,22.515848413676444,0.42536270435440643
11.748998372408911,7.2135645151296846,0.23917831593638245
67.55176921094136,1.3688252996844525,0.9602781923341239
28.842144600061825,33.15045952764003,-0.06949724064992138
66.28284083449827,59.36352885913952,0.055069732553594965
72.97246681440137,46.06780441746458,0.22601311403711477
77.09610169984805,30.87516055343011,0.4280855866813265
11.66635364963376,99.12880304684886,-0.7894067936273946
91.68517266862318,94.01297895798811,-0.012535430584390076
23.7911850985932,13.43967737691219,0.27803566808293484
4.703843061441798,42.09563524018098,-0.7989788248866572
55.930394469756855,65.23584646536747,-0.0767990483470805
37.72130610238143,73.61558895546374,-0.3223934243400034
83.1491845701089,37.27084333603955,0.3809859707873966
81.01689573436587,74.88189946079942,0.03935242902862867
32.39675038944882,13.29085127815715,0.41818564367405586
95.33704011190476,33.84944990051277,0.4759599104014804
29.800865975871744,71.9268843998346,-0.4141054753337295
51.99065579393974,62.94259623577714,-0.09528957241204393
26.340543966192673,83.88381127130384,-0.5220558304117519
93.66831343484736,5.638845244048353,0.8864362787323066
17.296173940619795,18.264780064481805,-0.027237911663535598
5.4461513198405695,5.800963644924679,-0.03154696348313849
44.074608940300756,20.019308200671922,0.37531331852787075
99.24518084152787,1.423998252660566,0.9717093500617853
89.27604935923648,50.91681986620776,0.27361755062836485
75.11219392623798,53.303125161257285,0.16983229820206394
89.18845659697396,66.13128635919348,0.14844970638592553
89.45121733008845,39.1063322729033,0.3916136019444909
52.36697767825846,1.3175613778332167,0.950914680427578
32.2769761312485,67.71522428635608,-0.3544101240607196
77.42923077898782,6.374817687043345,0.8478637296472069
66.50446505360834,86.75087265095665,-0.1321089881800915
37.9921151584973,3.242744783085799,0.842718283138114
10.352200138090012,53.51703720240661,-0.675831415274278
74.93217152355358,89.59687035616655,-0.08913136954467697
26.983591076363602,57.676468003089234,-0.36254258809246276
93.74450190284415,61.233257907849065,0.2097800615695302
24.856086925562792,68.47947398540316,-0.4673822778164188
13.153035308737117,13.118475925316234,0.0013154699443435986
83.28015454036571,67.8177829802454,0.10233343891944993
16.17514734582491,88.1551333192687,-0.6899242052698374
18.74756250761617,97.44786245069633,-0.677309799170798
60.33889636056351,44.862147936476354,0.14711592007003146
87.58164204290898,35.10598031607714,0.4277176516901367
20.44703190574275,75.57765194403538,-0.5741296698725867
31.72204361710938,54.74455452143614,-0.2662590109933291
77.96307898587658,26.473160791048016,0.4930273083827111
97.21081618003576,18.043630612000594,0.6868905085361557
50.57337743403189,17.852799758681627,0.4781880125086774
15.245852752573827,46.45852662400905,-0.5058421166663674
2.379692483111953,17.842316155949362,-0.7646433125821851
23.73594696988667,2.9521754571370913,0.7787648445326533
14.050399560865582,6.15678872199931,0.3906338045832841
68.08820868767289,93.0585698513436,-0.15495414422836226
13.061417958224581,8.223172774853438,0.22731210780821398
51.12666323044267,8.244888367514996,0.7222613138579785
69.73198112864576,45.66765610781971,0.20853033507822752
58.53054431286933,25.264927951168225,0.3969858449736035
20.777789514345706,96.30669136507727,-0.645080383697592
80.608328092044,91.18759811028262,-0.06158044752341364
71.82530583196437,41.069581618455445,0.2724279629315894
74.15941638763863,45.424420422209664,0.24029163749881038
13.974717404174012,38.13625165448145,-0.4636554392821119
13.251626561384116,4.748745547669694,0.47237251331252483
92.82869254964426,29.991837086216158,0.511615245836567
40.36024118866912,13.144673491586428,0.5086554732349814
30.793920486313034,11.134662671497152,0.46887484227221926
49.369820489801796,56.525295720702395,-0.06757134310780252
66.62355706359466,10.777720913642662,0.7215105177769223
95.60670244765002,11.190201055731096,0.7904395972421275
29.358176461323445,48.570857767115506,-0.24654073409241226
92.55603450189068,44.78595414714123,0.34781846997150034
3.4610896472393753,14.625843728104568,-0.6172828665408231
55.964606190355646,1.440453456077437,0.9498144078257416
63.76353605642743,20.10446973501654,0.5205687903200972
11.483842971324576,24.353333164022033,-0.359110052200908
14.893620109327351,80.2245959172779,-0.6868397930179537
42.49231761231408,91.62839670219428,-0.3663571234392461
96.656959302175,41.188495351309,0.40239603177560446
60.00821277020291,41.0976459235968,0.18703730022091977
93.36929893842091,71.53564709222681,0.13240143714146876
80.6317306456841,63.06527955476421,0.12224646195780826
47.27077855397386,19.229878482647507,0.4216635041046957
78.69158147596656,11.661223107290274,0.7418735774483929
2.765841613721786,44.32357717485003,-0.8825281056816514
11.80525567980776,56.91800795311353,-0.656440772578427
83.11343287339089,14.732052712722115,0.6988710797544859
79.88489174419101,30.03407584743601,0.4535233271291418
24.031433454676936,31.288356646626912,-0.1311813218860882
53.5461894693063,26.86852190139224,0.3317510827705943
60.99556624930108,46.61536536288731,0.13363141337942863
86.90615642382511,65.65329484765411,0.13930871800496697
60.70760857653384,51.42959847798324,0.08273801659818374
41.84458535809435,20.944199662487076,0.3328681338356264
38.044220297311085,11.190965657692576,0.5454078037637526
43.162326550977475,82.36517582697134,-0.3123048617502052
65.54117153241744,48.45116358906078,0.14992243053135407
86.88157254348016,7.151779229253843,0.847888454587076
45.93579132555367,26.554028465306242,0.2673722036579161
25.536116732184453,80.59934406003133,-0.5188014158212929
24.429573936760534,75.42090615258144,-0.5106768857815809
74.8554137441012,87.7058466568404,-0.07904978640695112
81.84030757896713,60.606694774167515,0.14906324776256236
11.42252990555837,42.86768750144745,-0.5792048567451726
7.589326838562638,43.236864757890615,-0.7013615775574955
59.84893271188873,20.20600440480143,0.495196545458561
15.47115117507713,65.4290971902703,-0.6175252489903604
82.6417548551778,58.92180685319255,0.16755687491707646
31.72313271848337,16.331576731454753,0.3202923535114296
15.243321364143123,88.68062908449211,-0.7066446897305508
92.17607677625757,37.478352127749105,0.42187316785765544
17.38764055079254,5.92413778658578,0.4917472446032173
29.18728815145562,33.4602111571986,-0.06820580315091226
16.207726124013803,87.115814756446,-0.6862723444066762
12.433516302870142,91.77870200031667,-0.7613808341225968
3.0936536173075635,49.549443308703715,-0.8824668836768617
6.484145507261751,95.67765406726838,-0.8730612511865283
18.28950562264942,87.64893911198563,-0.6547144774786385
6.284811330090363,82.69784099282332,-0.8587407507862748
59.52323779498615,86.11129640353839,-0.18256699041113567
68.39073815315113,38.80566580471353,0.27598941061555116
39.9694152263708,75.89042513479882,-0.3100384895788872
32.48111859825289,58.156561304538776,-0.28327559502651256
50.94809746520078,72.24871617229036,-0.1728991041096812
87.62548928122625,18.600824650496687,0.6497887583211748
85.2620310553984,73.40799726571926,0.07470871414788462
5.304031139266402,95.801650985223,-0.8950794648171079
18.968342550055883,30.963668915761527,-0.24023318936224783
24.437742239335204,98.62997107160707,-0.6028569706566186
25.68937000738897,38.459225465731734,-0.19906679739688984
57.552032522534496,20.772626205082254,0.46957633668544885
42.20998014461603,12.116336750223601,0.5539422717105082
5.876157872831804,78.7112294155296,-0.8610630246138286
37.98779970749759,55.92771463728027,-0.19102184612355505
52.851541923046085,31.405998072540857,0.2545237358179275
11.06551838746788,61.236586609582034,-0.693908818064996
83.51239682506741,33.87801759625947,0.4228145839119776
6.144224780045321,45.387417975517415,-0.7615358466567782
92.55934503278814,86.40374844955602,0.03439589953131545
10.812201016407673,67.14848120905731,-0.7226242585938791
84.51392020817752,76.47778213076693,0.049916473710500224
90.36266124883409,58.76586159548805,0.21187630005783997
97.97749737807267,99.14840683967648,-0.005939906610702992
80.40056214708576,24.899596562798376,0.5270739024923968
78.16827653636156,26.96682491116266,0.48700625119722674
64.60584432355921,10.163334935094955,0.7281410593010195
78.12063910323477,55.84793070500034,0.16625323708475775
14.32066863290156,61.72256440442842,-0.6233545560623001
54.07073555881609,72.87019571698316,-0.14809612604245254
51.90806414885103,34.20914666897684,0.20552125773458263
85.89964226813319,2.213423384637693,0.9497594739613264
46.81713719375807,63.59072417174368,-0.1519238464592406
39.123860113934995,99.87085375951789,-0.43704535196129624
64.3167638524739,30.160386025209256,0.36153056978841885
27.37986843258376,19.209510794432955,0.1753695321489258
14.837072684441729,28.894928824808964,-0.32145467061217303
48.30985012835083,43.11613200292768,0.05680790082151369
42.27204749089362,25.840379966303903,0.24124331106706667
24.024424112358496,35.34904251138546,-0.1907353409359149
37.38366920139767,64.1824671193569,-0.26385564016461477
37.272852532798495,35.157770697418854,0.029201486071118735
33.422060876842,40.20983553358181,-0.0921852483454288
38.566943892965966,4.963095017127131,0.7719691899482147
68.88859120013859,91.8763076606641,-0.14298964900559094
30.390770982557246,41.28171003157051,-0.15195426326690845
94.9369347448187,33.48620808744464,0.47850196858705113
91.71845393427961,9.561935428293065,0.8111789362487068
48.61013240170778,63.78413832412318,-0.13500693428965005
33.50775929546419,86.51867007611173,-0.4416603164669442
54.00804419317031,5.07416680518763,0.8282336859286239
85.00748838858883,15.381974269237514,0.6935540073231313
65.6061467154501,15.492593059734526,0.6179325818704003
80.63479096676066,60.6252106794315,0.1416507153769281
53.73950533050828,92.20181976911852,-0.2635464246494538
63.65884529749445,44.33906833948545,0.178890279519193
29.52740580406371,35.036838371191216,-0.08533256506763329
73.7544230687188,76.81822787407243,-0.02034768456402954
21.038054719446116,74.51433711380949,-0.5596540428593619
69.78501475303132,25.428857788443754,0.4658581337006965
86.21118776426351,16.921809868480718,0.671844894322976
14.07818089285285,36.42319320912028,-0.4424634520072275
61.82359431365006,77.78473583043649,-0.11432800249321297
10.414479074763527,69.81127560158285,-0.7403706797953222
72.84584719887125,66.91951692926432,0.04240199499050232
9.364828663528503,83.11342745615718,-0.7974696094742854
93.65804244736198,28.43590092179798,0.5341963714642264
14.603385073742414,34.6286888214815,-0.4067532030106449
95.92914434499896,5.1916056103084225,0.8973186885460605
80.28753343242457,87.00583180454981,-0.04015878551195765
59.774518442169054,58.66054375729563,0.009405784606228386
78.47978635832514,30.51410689648564,0.44007676053651185
79.7163690593255,7.872236613487189,0.8202451893595856
94.6566792189157,72.61754081308351,0.13175454293922967
26.08495203007953,75.12501443535704,-0.4845378782140472
59.417513640472606,66.95168655938724,-0.05962032605254227
